PrimeNet;janvier;février;mars;avril;mai;juin;juillet;août;septembre;Target
9269020;335613;339162;507902;287667;1058774;276921;436668;197574;324918;0
21378385;1283507;1720341;1250384;1603808;1804968;1134779;2538866;1363952;1418503;1
39729897;604084;1087246;495246;2071992;2309615;1946514;658690;1393692;1357540;0
15308887;786270;89652;150352;345912;125526;319060;702279;149174;508653;0
119292218;12453140;10483527;10920667;10795356;12142331;10048962;13457309;11061598;10711987;1
49803443;2014466;1825449;3772812;2438598;2723084;2431996;2827221;3678522;2011124;0
620097;73428;53034;11669;11316;63911;77224;104624;71524;38138;1
63016400;2420405;2472917;2723254;3127663;3743069;3526754;2855609;3095492;2997416;0
72766733;2186712;1833543;3550232;1901717;3397215;3316760;4411739;3570276;3320418;0
26974751;2688174;3169010;2804404;2138228;2394425;3419711;2089648;2343275;1855724;1
1353652;159084;64264;175728;38320;168136;107192;240660;71796;151764;1
3113001;252145;379140;309425;221360;300985;193129;110705;19010;244480;1
1697127;247564;23313;191865;18648;708642;188411;5674;94902;60926;1
3355344;242416;219285;410268;119505;334194;97225;90685;183670;90060;0
18676000;366316;653024;4964273;593075;300964;902491;581582;375980;956649;0
24268268;1022086;1269921;520628;433740;672882;443172;892647;1553943;1909043;0
30063601;53140;376980;2510836;2049451;1737901;3316097;3441978;1997152;2600688;1
6930000;20931;179064;165126;112664;72380;169160;159492;162330;246548;0
11016293;1528028;1117749;1797457;2175099;1189574;1216772;1612829;920414;920280;1
11702943;825964;287460;464964;742662;805522;524038;443460;696824;814360;0
465750;36700;73710;171665;83625;46060;46060;166820;21040;21040;1
55995961;1412890;2135133;1939693;1569510;2827566;2263626;3456089;2375472;2797150;0
2505118;425128;78524;174196;107904;102884;196792;442840;109352;137100;1
4056237;6796;26140;418411;711510;203232;417808;352268;486468;388620;1
1199251;46548;46036;45420;18860;89084;155032;84636;66332;49144;1
1452065;20744;54228;54470;91752;300626;54411;146286;146576;9796;1
340797;43416;21672;45148;73276;547306;131900;34216;50296;19224;1
58131036;2257814;4508856;4398287;4799192;2876535;4714767;3368779;3638015;8002545;1
22608212;549250;435780;1018163;907762;1186418;1212113;843108;1560122;486530;0
3557140;294680;525937;238125;575250;970802;212800;679387;189955;169390;1
23968291;1140055;1901595;1257349;1041061;1174271;1639239;1935592;2316405;1181124;1
57212681;6715134;4882393;6770705;3962128;6455995;5509249;4065618;5354925;7019288;1
1538876;434807;1216294;156144;82112;288048;170764;291484;197726;221812;1
15756576;1980763;1011420;2225496;1649617;1250723;4055271;680232;1416102;2618249;1
4430904;29148;122116;59558;91572;120548;61360;799999;113816;737753;0
2243728;167540;162930;177805;177855;64745;265780;118840;87010;83305;1
7074648;162530;433541;1149271;260293;218852;172615;324440;232681;559538;1
155266838;20556753;10600330;19130579;19313060;19981702;16598397;16143285;15294011;15179254;1
149973398;11792612;12300930;15781440;9786016;11622717;12446820;15309344;11409565;9833531;1
40502226;3148724;1017786;1204281;1504633;1405991;1312205;1367913;1382818;1339192;0
3029360;65584;18068;70412;27772;61212;23688;48960;20092;25932;0
2370000;64310;127375;130425;286470;3050;55170;70370;227689;77809;1
39681656;1716517;1372348;2292355;2532517;3349093;1801055;1634807;1723882;1601345;0
146312461;9391816;6353974;11194573;7612222;6879267;14274708;8513345;9167721;6601839;0
2099515;39625;73220;52180;86215;784505;118595;102095;756935;105750;1
4885944;340078;380400;1208091;162092;150196;139095;144629;183270;68547;0
19988418;816482;611313;740048;655999;688337;559406;686786;885148;600585;0
40615909;2026866;2102491;3208570;1630278;2953617;2040676;2813386;2444165;2736002;0
123231676;6927265;7455486;8706457;7252298;7813636;11736462;7893212;4430248;6425160;0
134122087;6469266;6647904;7834218;7009427;7141716;6250560;7939310;6348301;5568707;0
10590910;484600;741268;377342;341744;725548;432048;1043510;551612;248452;0
16592715;1091909;722676;675982;1274825;927536;791440;960995;587316;610597;0
4809513;203944;37468;297860;233559;195348;281507;130272;71616;246800;0
18091041;428773;641785;1548645;646060;372840;409727;533874;372794;381268;0
80528486;4614368;3723559;4486329;5078783;4002283;3513345;4593630;1981225;3787394;0
6054741;281850;258295;25200;104375;979980;270130;158905;91490;235825;1
3837128;250825;411795;295780;394600;286270;396380;264115;348428;999805;1
5491669;132385;405056;515235;297924;502540;437645;87465;195730;49120;0
6253929;415448;549106;428108;634428;189886;583824;375200;245788;95832;1
237335440;10205648;9246941;11750045;8785357;10982422;12239871;11669657;10076716;9694257;0
63666375;5171338;3799695;4042738;5297376;6064696;3645649;4437752;3798406;3140553;1
12547000;999889;504177;1390431;1407985;1208367;1078630;695431;396965;941024;1
46926926;5058985;8666376;5097104;6201163;5111481;6119839;6837306;7422119;8238218;1
5454506;21480;245970;82605;21675;72395;201940;322995;195980;116865;0
4160000;1147829;589318;417986;188574;212434;680616;858868;319521;250616;1
2683065;271310;1239856;95360;87610;95410;95410;937410;36400;196750;1
98370352;5048021;5614354;5411302;4311881;5110556;7703841;5440088;4923626;3253622;0
163871762;12584149;10814342;16664385;12700566;13246730;12869470;15030025;12042762;12806532;1
16244955;1277797;937658;1244879;1125708;600758;1195645;495334;877372;964525;0
41388263;3992949;5116221;4082132;4163757;4105970;4706079;3742474;3752669;3335336;1
12005834;476902;312700;354650;327035;902050;620880;120744;1318948;393880;0
833175;112395;152977;295979;909587;47194;110987;141133;18756;49657;1
47152172;7468183;5834337;6161878;4409704;6706763;6720584;6400015;4437335;5535203;1
22657761;245870;1027372;1496354;883264;1130372;2748484;828698;1934333;1550666;1
27717945;2845990;2567536;4034046;3235760;4768184;4791576;4474504;5900300;3619730;1
63435150;9443680;7756249;8968333;7823432;8204530;9074650;11239747;5299560;8615408;1
12601724;830586;443235;425956;517955;438935;671285;394815;494110;287454;0
30968458;1915803;3017975;1437848;1281432;1646179;1975472;808422;2314071;985572;0
27204166;480891;907326;1119201;1731375;712663;859118;1299873;1419321;1167833;0
10360183;385238;389237;329285;156085;289399;226484;290024;410262;236014;0
9411753;80568;353098;183848;121102;421405;764081;626326;317963;74226;0
9056540;229120;93129;195298;132224;182872;361292;80396;215598;291240;0
36292396;880704;1580260;905172;2302078;2656542;2323238;5630844;2384070;3264108;1
6970694;449315;240175;300305;227525;206095;84450;380860;453235;434100;0
20073759;1148340;1394160;1784340;934772;1189403;1547542;1621307;1117471;1354104;1
12636372;1334246;82775;301585;558036;310999;322619;222005;911840;67138;0
49237500;3370396;1872644;2476408;2043613;2395850;2625918;3925109;3929153;2552613;0
109434004;11600868;9913539;11700208;13447922;12387370;11589430;12388400;11573902;12506893;1
2142452;359024;155025;265716;141951;320284;572579;285425;174635;2650555;1
9082046;546494;482907;143508;182717;642246;205531;492626;142134;328764;0
2412500;64615;24415;94570;111440;173795;38225;103139;246830;70540;0
6001032;100292;86816;58472;48952;207880;239140;47657;82546;144326;0
26372930;1815650;2273609;1282883;1365462;2259380;2409552;2419944;1440956;1800166;1
12806860;2354117;562663;776049;307014;796298;1205413;780937;554277;739735;1
1740420;336280;59830;110795;165742;137585;85460;103790;15000;77080;1
6670366;149762;190092;71876;285079;185815;95267;440038;344871;281365;0
6556584;82571;137369;266405;33766;36686;86232;336203;192357;137102;0
46662533;3444916;3884458;4282962;6486866;6724035;4961198;4702702;5327818;4849858;1
18340000;1789502;2298970;3152174;1771948;1315146;1285162;2182230;2243516;1821296;1
64113947;2033613;2439672;2421781;2833103;3232372;2304768;2823932;440251;1385867;0
14591367;248487;163010;193544;520766;745620;552256;504957;372076;492728;0
3714291;102390;198025;139260;486685;179810;171560;311920;56090;151160;1
65506567;2720247;2337757;3352839;3242714;3302879;3798943;5355046;3572222;2789329;0
12562267;531338;210328;338252;248414;562327;627590;668480;502219;433356;0
4318788;194330;671000;292480;156325;31160;110105;787039;67420;290522;1
10970442;175505;601500;366975;1438670;385780;572745;522215;385005;328375;0
22833875;1041204;1701945;1125349;763540;873229;1477150;1912097;1192685;1484355;0
3591275;61335;75590;63250;29310;294857;10000;65410;80085;49250;0
6078209;918020;833806;304146;319451;1021775;223687;757869;1377371;1069382;1
6664320;424124;240274;205212;323312;198600;533982;514586;349308;209704;0
16824764;1116216;1477514;1287671;1104981;1872577;2037052;1390480;1315880;732260;1
4744369;301565;301944;113088;99076;59272;152896;379772;27044;763222;0
17325000;764476;449077;1226795;1038114;436442;548409;671615;604570;1089656;0
503039333;39004004;27298631;30525435;29351161;31839283;35620062;31739764;30078832;27821198;0
2135631;716762;268920;92640;312112;382816;274192;319908;146616;152136;1
62975998;3376122;4456175;7374115;4470795;5543969;4280030;3970490;2975490;3857197;1
3842267;111457;534039;208658;166685;630725;457887;407768;256880;545040;1
62721685;3628657;4084854;4337779;3094432;5088197;4761426;4675946;6914699;3078835;1
24720833;1968403;1474938;1962120;3002985;1875740;1960595;2988690;1210233;1330172;1
21358500;4919485;12088360;1724684;1189200;1503300;1671049;1081231;737962;1019820;1
40096836;637260;829380;1391160;354790;2257678;864210;813130;1449665;6254299;1
5650000;351720;117708;101920;277127;225802;549206;216808;320079;203734;0
4579494;116045;220555;280345;97420;189160;144160;157585;149385;107005;0
5005000;470021;185072;263840;285044;220404;340800;347024;174920;311876;0
6743500;811806;986506;1280412;1140868;1277405;2684356;1483052;924503;960113;1
1973521;190610;47150;114610;91085;165725;159440;203400;38225;60090;0
6899364;302036;214425;494223;138441;562012;436648;229550;572613;456310;0
1826811;288936;52552;123516;176432;43832;11200;161816;78316;211864;1
23148551;3502238;1444448;1302245;1766695;845686;781678;1030917;1641588;2450743;1
7712062;916548;721552;1030555;1065817;758629;497670;628175;333998;341910;1
3693780;196648;360616;507080;245152;720845;474956;150604;205087;244074;1
2529205;39060;149330;130815;56090;90830;14000;194845;110270;172380;0
2901239;327067;422435;295470;775744;74575;456392;27900;489724;228297;1
6051923;314419;617770;779635;724555;835165;173415;414775;400410;387330;1
10780252;607168;608125;649346;691414;1003971;764447;1307564;1153869;866063;1
11172502;182323;154496;787077;847444;189056;274644;377235;217688;196974;0
5543598;296075;181119;368270;459725;426793;337026;96195;107700;548362;0
2665280;97769;301276;437424;160284;187011;90344;51076;14393;214656;1
4002291;297554;107721;18513;137694;47648;124972;81799;143804;92308;0
17736483;2385381;2315645;2968932;3620593;1857597;1952868;478457;443992;25110;1
25623484;2731705;2585854;2339107;4137063;3708348;1825612;2483077;2580529;1696061;1
19541187;72000;971255;2350275;3711165;2451663;1541205;1305515;1559195;4604476;1
4792666;28000;64215;802650;39520;214000;99460;82520;128570;400835;0
6635791;1162456;1646500;1212862;1475444;1340596;1272452;1669645;2166683;1736610;1
116257783;7314967;8922179;9930092;6076344;9755345;9898781;11350475;6832359;7349399;1
5949106;347538;365848;206239;93160;243972;137504;102332;470382;124422;0
27259163;4112104;2094122;2494574;3084272;2571232;3244322;2299801;2885376;2559610;1
13032481;404512;289696;552120;412872;1551930;643088;1778736;574864;747652;1
23051224;1698824;3207993;3505938;2401565;3337047;5494445;3869300;3401182;2695073;1
6655922;398448;68054;360661;381269;54124;290428;293842;73984;171237;0
400387057;19734840;25449539;26052280;25078263;29320926;25540323;30433347;27336010;26804304;1
3167268;284915;428720;239950;510820;478025;253750;223935;160385;293135;1
2900000;714313;564458;173982;229280;580705;221705;117319;162090;141691;1
2886097;174780;138830;129880;251675;376985;771375;278475;136400;720434;1
8990047;686275;371596;141268;332293;1150375;486658;190638;264753;2246129;1
96096000;2067111;3150276;4210921;4252388;4652204;2986631;4819296;4960634;4671034;0
2367200;1052256;201159;733389;1230483;525882;461211;606450;689604;252414;1
2367200;855330;1926765;1985451;3295587;2481039;1052310;1309356;1449834;1914501;1
3766000;335475;1200285;805173;915891;1008165;597600;1142937;1017516;1856601;1
3550800;1213995;826053;474159;1254879;1888566;3104820;812640;560265;1376193;1
2367200;114855;1727430;411030;731205;905988;130380;37155;668859;538029;1
15529500;1952962;1879282;2178988;1929570;1697797;1633473;1992524;1861583;1730871;1
26567193;565502;727514;1741726;1359735;1687329;1686395;1798142;807291;3357966;0
17914191;2925549;1568508;1693810;1587362;1904326;3036120;2399636;2632029;2365484;1
40182349;373608;1640171;1426644;1306768;1533120;1389247;1095460;999175;661796;0
26893288;1624936;3720972;2104812;3114858;4013898;5359268;4705054;2271364;3288464;1
9111552;725048;314700;1984876;410695;450277;2460658;862456;501656;335856;1
21911565;1228245;3022305;3353163;2267718;2786025;4798633;3586655;4711444;3884852;1
1614000;258465;1131147;216570;363195;288543;142380;675000;58800;664260;1
4706041;525484;1833020;2510256;1653626;2097714;1094222;2671843;2246622;1993013;1
3749291;136120;104550;423990;275540;259350;54740;87800;369130;139330;0
5970205;114989;669888;475893;522501;472607;787453;473325;267536;152276;0
10308915;95134;292051;144893;177251;270376;1054091;300397;551820;369439;0
10011666;152816;552683;1322676;1106714;1277150;732878;2678696;744097;521646;1
27269270;181922;1468856;2951028;2297560;2085942;2017886;2753664;4932977;2069276;1
41218494;1753336;2384818;2866514;1582176;4718508;4106626;5593340;2616064;4692222;1
32571600;1381534;2688543;2434594;4750719;2064804;3085323;5951815;2886925;5233495;1
23687924;337916;375430;2094610;3311809;1244195;3713538;3449945;3049844;4446650;1
783865;37359;140583;88980;125891;89910;83542;49245;30702;113409;1
635670616;25528043;22189300;36225099;27750962;36875729;35095371;39336430;34880879;29945945;0
53056743;2371298;2238575;2840210;2726214;3320211;2708427;2989222;1481002;3146030;0
154900482;11354953;9270657;9826155;7621519;11005090;9195197;8266207;9295853;9469562;1
74186411;5114890;2160867;3339926;3286760;3377699;4173393;2095988;1340322;1455748;0
376029574;14596016;14683364;14435225;16037354;16551311;14109082;14706921;14775641;16591414;0
57264608;4191316;2669773;2966803;3356321;3624490;4699537;2632029;1796115;3747663;0
6318530;264385;128232;133928;76756;302696;149548;223359;172375;52336;0
3000394;183398;608856;167854;599987;224008;373255;351529;290628;145016;1
9786173;348393;673991;814867;583906;1037899;725185;733413;713624;492445;1
60822400;2864825;2663964;2170333;2050827;3577911;2719694;3008689;1518585;1670952;0
15406587;3048777;4389585;3493349;3057945;1485432;897750;2468946;1928486;2328790;1
3526017;94530;234065;180070;348745;339605;619860;286735;467725;450295;1
17408700;1111133;1047504;2329013;1463572;1356350;1399103;1220039;1160714;1251173;1
12798544;828771;1393115;1425822;1271827;1487463;2265253;935384;922202;2008997;1
4170636;152066;598501;1125890;362249;127815;35340;215685;33260;165570;1
378261970;12405048;12413753;63668801;58746177;61325327;57786052;65595421;48925211;55428172;1
217056544;11421509;13037435;10849896;11550044;9352629;14274307;12737547;7927565;7710275;0
29678171;1557771;904476;1941405;1468890;1709881;1170823;1169436;1118754;857044;0
55650220;2785272;1894520;3937557;2650039;2321405;1999901;1812672;1610575;3166184;0
3726000;313506;283697;342949;121953;88883;25074;53716;38785;196606;1
655500;93136;45008;219172;89616;57952;134568;397128;138836;64228;1
24484232;2911589;1088812;673123;1036704;1010472;1244143;1063434;1709455;1173697;0
5739200;253303;337026;175136;496172;418504;351252;309640;507572;1047152;1
16713600;3337652;1483550;1884249;3175635;3342173;2483770;3384294;2433036;2171892;1
22652514;1397859;1230994;940513;1256248;1079282;1378351;1085608;1212491;1024667;0
215189848;13638909;12721633;9686811;12031038;11488741;11332571;10839397;7651323;10994115;0
12844236;2592320;2593003;2938866;2649277;3163555;2591488;1812390;1468822;2218161;1
4190400;56540;52685;98550;156520;25230;36990;139135;42190;126355;0
8084411;43172;20304;372022;205872;695507;300504;285376;318474;570114;0
7262212;871638;355775;1249960;816868;3417288;333102;87547;1153535;1497682;1
15938325;525269;766535;213907;786321;488459;919905;377440;478754;149223;0
11542500;337150;999018;451412;384150;415751;524745;240355;479880;463415;0
62665320;3827217;2386155;4464571;2678510;11067753;4856082;3064925;3196588;4959570;1
1823828;66305;82755;95850;192635;223555;223040;136005;171345;77855;1
157383625;13914820;15629089;17115684;15357562;21852311;15625155;17754508;16736972;16973741;1
7041640;482332;341544;309436;411740;684700;300488;307584;1573414;675565;1
14296558;1525601;1594302;2224427;1090671;2159618;1476547;517145;1151897;1728132;1
11168850;1286342;576216;747509;1149079;645590;897659;587988;740852;1201861;1
47982425;2970239;2248830;2465347;2480254;2707918;2035340;2257113;3244432;2488074;0
165825796;10891034;8928171;8292540;14297298;9689856;10838029;12473340;10329386;10470815;1
54845527;2006768;2834903;2270683;2287972;2026884;2907378;2360124;3159378;3892870;0
11057998;413985;289127;733273;136860;328795;161960;365905;189665;501605;0
16419708;462998;541965;542596;633500;437829;843747;722909;1503673;383920;0
170982577;20423481;15835185;15963408;20514861;18844493;17644579;16910070;13833308;18082257;1
14871600;890084;551868;626700;1052228;531222;848522;796618;521400;368720;0
29752684;5197073;4297210;3365592;3677032;2925908;4327238;3611630;3501597;2841652;1
6953425;312266;750997;383251;75802;285581;275781;1402517;240691;224721;0
26197973;1754991;2851487;1930945;1730519;1063161;1817349;1098299;1278093;913666;0
87142166;10257317;8117280;6383102;7220667;5399012;6815883;6828743;5412162;5267612;1
16014920;1158850;655345;474222;435133;355415;1858612;715571;225201;172742;0
19899773;1470631;910497;629685;931430;1466549;3278740;718591;300520;475404;0
594790;32600;22390;93425;29990;61525;74740;42595;5410;37290;1
5079048;125425;317073;71590;344735;38255;365115;626670;313690;185623;0
1979116;320470;570890;154890;154890;91060;122350;147400;147400;154890;1
21323924;649143;242824;564861;640900;475630;783826;468423;572464;1665824;0
3632850;36395;255765;350070;82375;237035;453020;270100;248045;143205;1
48108527;1750307;3995073;3625936;4036139;2893573;3105919;3102637;2246030;4150559;1
748248;111830;120300;120300;109830;85830;118730;118730;118730;586196;1
122421532;9942603;7976673;9220882;8448610;8465240;14917543;6570840;6012711;4781860;1
4666815;80066;307891;17388;184760;11200;106760;42100;15356;101701;0
30673231;1089830;1186605;906941;880775;1290427;1106473;1017536;1250179;836337;0
160052266;10108209;8033411;11462009;6374781;8261425;9777741;9158905;7859394;10045926;0
207607548;11977857;8003387;10580839;9071429;9044839;8929847;9462817;7184742;7099331;0
1392594;60985;23015;80330;76345;64270;100715;203300;144650;181150;1
9368500;155310;317407;227876;230420;767851;369509;754013;148928;265069;0
4850870;209580;149800;372685;86400;359040;417485;455260;586990;456810;1
7875000;279108;229964;179259;275764;391722;267224;326388;103124;272941;0
4843800;459444;146001;1097656;377405;591565;298720;281170;197785;279430;1
108359480;6664950;4329944;4294324;5192283;6890736;5455318;5162230;4398633;5624893;0
6902412;384990;676804;337235;218040;350144;344510;831063;203805;208615;1
6161706;595142;31260;37775;72205;185780;36310;58375;130300;103275;0
77537546;9099611;5819166;6971608;4921836;7058092;9229845;8730764;7561140;5655767;1
9396178;140854;251246;135096;342422;234702;264005;267900;176757;442154;0
4586280;193882;84085;243309;63817;205375;160536;112498;158406;156040;0
3080650;639951;1313056;747053;744017;1034065;483488;359053;282491;91097;1
17944900;1344428;537439;493426;471880;444816;1113823;857896;771548;799332;0
13009347;515354;197681;231200;288331;365828;550157;715596;781809;407418;0
22894353;1486345;1121635;1321196;1556163;1663848;1310018;1698123;1535531;919428;0
18065152;808006;3253222;742400;239071;348080;347440;130168;113437;273131;0
3252683;238155;256145;261665;249350;186500;571775;220795;295496;256902;1
62391440;4389038;3090566;4003381;1507586;2643790;2671403;4477202;721507;3353635;0
1170166;87755;38400;125995;15930;56635;46230;57055;55175;39000;0
61660979;2536648;2649590;3461523;2004105;3072947;2558446;3074245;2266840;1941383;0
69545682;2024747;2050518;4685112;5306132;3360415;2441184;2541450;3100911;2555045;0
27078613;1677370;2097735;3609048;2635284;2646846;2477942;1573011;1274370;3219525;1
1542564;48928;54484;151992;22568;136532;239664;152321;380313;223856;1
216182779;19472439;29863674;51819041;38422269;33752631;49618721;29670226;27999011;39054223;1
1358963;58175;278830;85925;380965;74884;598458;224150;38305;63395;1
17032500;266679;232841;1124043;549208;472075;432857;472449;274647;400268;0
35057610;2405435;1118730;1505774;2157499;3860226;2526728;1955043;2690469;1634077;1
24739172;1846564;1788047;1541290;2751284;2006678;1585810;3375517;1826482;1948420;1
5544000;146508;194948;217812;143320;121356;548397;202036;152160;710745;0
7042610;172117;777615;1330949;1214702;1043609;1437757;976041;925464;1392296;1
7742733;791673;284644;525980;363380;760544;194688;944273;793926;355396;1
535613;46060;46060;46060;63145;51090;63090;63090;65905;63090;1
1595209;24648;77744;154728;110836;222908;58584;55260;125636;15200;0
1433004;33364;340580;91144;85136;77740;139496;14152;189492;27736;1
63268971;5134677;6810203;4255954;2666655;2328412;3998630;2996990;2582500;3844410;0
18032713;1142106;997834;983130;458228;528386;1375730;1032928;2016388;331706;0
16139077;1279922;802992;1013566;1239964;1034430;1158035;1218007;843585;1221973;1
53323867;6716450;5438385;4836306;4640113;5629707;4441800;3225818;5180819;8249135;1
17282838;3411946;1221088;1433004;2503334;1993511;2101936;1152610;1171546;1423723;1
3802315;157211;93917;27864;64952;48865;48026;117291;16879;81485;0
5634954;114956;160100;250148;185819;195072;193440;214128;611377;371636;0
7884481;422007;297354;271439;488916;601129;615031;1190825;834264;1150695;1
288930296;32494402;25712866;21383332;22522178;28118496;29660606;24477897;24536222;27816666;1
42015749;890636;1892778;2313914;1954063;2972378;3727337;3000532;6025898;3255583;1
42529521;3537524;2020812;2306336;3548731;1907909;2423156;2704128;1542798;2024581;0
161118694;8143692;8371765;7659526;8808425;10636435;8200875;7973642;7341751;9270750;0
4439784;99505;132600;355300;126630;312945;159870;56140;194510;82100;0
6615830;356664;534320;368641;256202;498445;620663;301299;363065;184934;1
11746688;803263;761019;792360;1004226;854868;719356;947060;593599;744029;1
42163819;2667706;2535504;1825146;2868768;2210319;2033088;2007659;2178075;1756178;0
106569464;6043819;5702745;5986030;6584025;7958201;6257699;5855012;4665830;5389849;0
154043514;8722315;7766481;8252011;6521943;6716764;6774828;7611182;6410237;7557732;0
10003358;369141;374792;180136;425576;217720;233528;285412;1008382;452607;0
14755111;644786;697272;1230977;633147;853072;310944;554496;575795;807365;0
6207100;15836;113428;66424;45208;128164;128060;145732;89341;147232;0
5659058;32544;281096;623136;148872;1037020;473472;722828;237212;341360;1
20450742;737135;646427;576130;859465;5192627;1032720;257055;835880;1447099;0
74859360;4140364;3496629;3170688;2861200;2609647;3090298;1776652;1663677;2150534;0
4177778;117765;3387950;203480;42275;307245;477912;1180028;70745;59930;1
4445956;89415;145280;243555;188705;174105;339255;691390;261780;310080;0
1659935;306915;82235;214380;225502;285235;130100;359065;30620;386816;1
6561667;273350;174380;340608;96136;68396;304832;298524;88168;325216;0
236303570;10054919;7767349;6564846;10657416;8250423;7896915;13418636;6742272;7931211;0
65392125;3962919;5674917;5767450;6497058;7041659;4073196;6376615;2034778;3922361;1
11597775;583330;604576;1240776;1784188;12155643;1034074;603259;277920;1239438;1
50297534;7822748;4047398;5360681;5119611;7679119;5047312;5246742;5676600;6279166;1
4477887;73711;156300;347302;270323;164810;289783;567853;939943;89721;1
4506667;255862;317859;48190;212285;63368;257587;175993;256630;116138;0
106574018;4082256;5373850;6932566;5073540;4924947;6120788;5778618;5704899;3636918;0
280082771;13202624;14165326;15897469;23433176;18889685;22766877;23820758;16918062;22173857;1
10893720;887230;344359;171110;341240;505490;295055;72565;535307;261455;0
40427424;4208746;3683051;5687958;2629309;4624411;4550947;3082640;2878386;3162342;1
64963125;6690060;8564981;7174643;5856368;8231128;5479701;8784467;7017203;5236433;1
22079739;472520;947220;925400;629284;1032868;1448023;776948;678862;745642;0
35585417;1124918;1622343;1008657;1368995;1744696;2662941;3045784;1484160;2503994;0
31426243;1488518;1103527;645072;790762;7226660;2304471;854455;555768;943837;0
11098001;220711;511074;414404;184550;222436;594760;270258;323053;44015;0
7700560;343350;190590;275645;318720;270515;139900;215484;359800;755525;0
3502973;656680;371945;436445;14000;520280;217870;262790;299635;179115;1
20616371;1149269;1286798;2631475;1859047;1571816;2885119;1643010;833276;1768436;1
12551372;518867;417545;272027;1256696;2450661;907716;630142;162065;190910;1
88554096;11839203;10362102;8292940;7951094;8233208;5357340;8376272;6899842;6585216;1
20875255;1049824;712588;1022064;648076;893666;901474;341936;396108;1239660;0
8664050;680562;252688;534261;283732;213877;517300;331223;438438;169436;0
32599155;609302;731941;825090;864841;706939;1039242;877659;842103;1168183;0
20540534;722861;1218501;1434479;830545;907215;1094879;875138;739809;1451112;0
6998017;277432;69936;70361;163932;73131;156443;153537;160939;177085;0
66483782;2962148;3296524;2530288;2120687;3209895;2809391;2988104;2249105;2473271;0
17766741;453260;418296;555000;539976;331248;383829;532056;1060482;941654;0
1808803;107805;222515;311215;117180;142325;395990;289095;262910;77195;1
1050500;96665;71710;193990;125350;132520;25405;104500;32825;61690;1
68964474;2724226;5482218;3324163;2908247;5715197;5057753;2569751;2723998;2960157;0
11191034;195200;271052;1284993;545420;404530;580897;406452;395493;405362;0
5170380;577968;411795;127616;286190;178204;273550;277385;86995;659194;1
22063732;394160;490046;818121;814807;487240;779212;911795;460195;1543069;0
21657856;1091662;1202902;1349855;1619650;1415785;1356175;686079;657390;1294170;0
3586275;111080;108360;251580;74280;77625;113210;104580;55745;140635;0
5206655;254051;170833;1178925;210474;470412;390413;298193;131672;372940;1
507553834;37667133;29609287;30933973;28809845;29402926;38125964;26478345;18886266;24523217;0
57961800;3820604;3349715;2460781;2977054;3388641;4157803;2492409;2514423;2469459;0
5467842;248330;623625;925365;4278164;687955;532759;1503691;641215;1508937;1
70457797;4196481;6799667;5449009;5860690;5121083;4355005;4128383;3328611;4205366;1
26013333;1898849;2351610;1985912;2027141;1731552;1412977;2100015;1645687;1697019;1
22446000;2521189;857745;1049375;2128810;2374244;1198524;964805;807695;673120;0
1816045;48825;89600;85407;68440;220956;60315;105950;90630;91285;0
59209505;2455879;7171473;3835346;9116858;5206511;5799547;4234652;3558935;4681632;1
4820520;428032;208215;303998;459225;491875;539240;834140;258645;217430;1
3742560;29924;130284;110860;263540;117668;174000;85808;63300;180600;0
5057625;1823591;972737;998633;886907;965643;969547;1154049;868979;1246913;1
7249484;1410918;269237;441919;860237;744097;342776;257750;292234;516460;1
2328309;11200;303448;120688;190328;124940;145944;123884;210788;42932;0
10091749;1995257;2041672;3448688;4750189;1231176;2152080;2289024;347905;1020725;1
9832505;301513;72359;221979;161943;562717;245141;1373699;1052589;320466;0
9268957;336941;241622;127148;188047;667395;263819;95736;234304;301543;0
9367863;361775;897733;870875;762120;2703281;1287373;1388724;568444;651834;1
10624177;597287;912290;688579;988436;1472575;959498;2172140;703164;1518884;1
6494581;319976;541102;218320;276964;277340;367183;294960;93176;269224;0
294593;15884334;18003821;19439620;21165473;17286630;16871961;18709871;13149234;19516813;1
1603839;444990;467540;362050;468930;263610;112020;377650;181750;316680;1
4543420;215327;109867;185646;174671;262699;79715;166592;148997;50908;0
38483912;4401892;2126094;2113837;1918086;5621329;2083149;2707477;1709084;2378069;1
11279237;1715350;1982077;1132017;1581482;1025703;2816764;2568703;1756439;3408498;1
1140000;35968;61232;33360;168004;250964;107660;157171;462535;92332;1
16130373;2077214;1336012;1310884;1154104;1211794;1604032;991210;2024590;1934126;1
2458465;96100;232580;144030;846701;92786;107375;82205;169785;150965;1
96319506;4855795;4768098;5308101;5975259;6369015;9551914;6452615;5100937;6755328;1
15428328;1550731;1343990;3611221;3657122;861502;2132047;649155;1826667;737856;1
5439982;874700;957314;517810;1959125;695915;288088;840595;1421397;973588;1
1071226;55285;121045;60845;98645;168740;140800;156045;93645;111580;1
28791696;5432885;3956478;1796670;2189463;1772215;2197533;2582717;2152144;2514696;1
19731683;3162320;831700;692188;854644;1215488;599344;3978162;349612;1051726;1
6645757;299289;843430;162569;421741;138789;130543;306904;387300;510744;0
437275998;29362156;32808126;31699638;29965127;29099422;25093277;25046842;22387942;26938693;1
3625000;162940;173044;203313;468171;208640;425740;24090;122900;89836;1
11704728;858180;1868015;1692223;4732512;652522;2995820;1575280;1440772;1045627;1
